CustomerID,ProductID,Quantity,Price,Date,ProductCategory,DiscountApplied,Amount,MarketingPromotion,Promo Binary,City,lon,lat
775212,D,1,49.7519958,5/26/2010,Books,19.15562133,40.22169188,No,0,Calamba,121.163853,14.2126781
624973,D,9,15.66692134,5/28/2010,Electronics,14.96717317,119.8982348,Yes,1,Meycauayan,120.9739288,14.7498856
210377,A,7,87.26431386,5/30/2010,Books,5.36747935,578.0629389,Yes,1,Gingoog,125.0976355,8.8229902
73098,C,9,34.35962323,6/1/2010,Electronics,17.90654433,253.8630186,Yes,1,Urdaneta,120.5706933,15.9758027
600510,B,8,71.14204196,6/3/2010,Electronics,8.220374972,522.3511948,Yes,1,Ormoc,124.6192702,11.0384275
120603,A,1,88.70304269,6/5/2010,Clothing,7.700165198,81.87276186,No,0,Pasig,121.0784984,14.5736192
449129,B,8,58.25233549,6/7/2010,Clothing,7.809105877,429.6267915,Yes,1,Kabankalan,122.8535755,9.9134117
300948,B,8,67.66009434,6/9/2010,Home Decor,1.213184505,534.7140205,Yes,1,Silay,123.0875623,10.7528182
268031,C,3,40.61638711,6/11/2010,Electronics,7.121015695,113.1722634,No,0,San Jose del Monte,121.072532,14.8142626
70530,C,1,75.38851452,6/13/2010,Books,18.43627657,61.48967949,No,0,Tanjay,122.9663018,9.4957882
54429,D,8,69.09431329,6/15/2010,Home Decor,5.371900825,523.0610825,Yes,1,Catbalogan,124.8403408,11.8240433
120177,D,3,50.03074725,6/17/2010,Electronics,6.031257077,141.0397928,No,0,San Pablo,121.3257,14.0683
853797,D,3,67.11419404,6/19/2010,Books,15.50945109,170.1154528,No,0,Maasin,124.8403408,10.1653546
127138,D,1,33.63936661,6/21/2010,Home Decor,1.244171467,33.22083521,No,0,Las Pi̱as,120.9938736,14.444546
472995,B,5,69.2038385,6/23/2010,Books,16.49585071,288.9403831,No,0,Lapu-Lapu,123.9649095,10.3168646
493821,A,7,70.54673544,6/25/2010,Electronics,17.13967728,409.1867686,Yes,1,Ozamiz,123.8458707,8.1459962
571728,A,9,50.03989495,6/27/2010,Books,2.865302125,437.454907,Yes,1,Quezon City,121.0437003,14.6760413
509745,C,7,32.44361216,6/29/2010,Books,4.70639588,216.4168113,Yes,1,Mandaluyong,121.0359174,14.5794443
229231,B,9,82.27593684,7/1/2010,Home Decor,14.37946628,634.0058662,Yes,1,Palayan,121.1113286,15.5782871
268207,D,8,77.87144604,7/3/2010,Clothing,9.412914394,564.3317879,Yes,1,Imus,120.9405057,14.4064221
727748,B,2,15.13826686,7/5/2010,Electronics,6.271852121,28.37763431,No,0,Calbayog,124.5929574,12.0675749
216500,A,1,54.48413965,7/7/2010,Books,7.935460701,50.16057216,No,0,Manila,120.9842195,14.5995124
892466,C,7,18.28998616,7/9/2010,Home Decor,15.52832487,108.1490038,Yes,1,Roxas,,
867913,D,7,38.76064825,7/11/2010,Clothing,2.444920689,264.690868,Yes,1,Olongapo,120.2842023,14.8386303
199367,A,8,48.00152337,7/13/2010,Books,15.65384587,323.8995111,Yes,1,Angeles,,
496177,A,5,25.91976008,7/15/2010,Electronics,5.391257854,122.6117949,No,0,Calbayog,124.5929574,12.0675749
497860,B,3,52.20121515,7/17/2010,Home Decor,15.40578351,132.4776269,No,0,Pasay,121.000815,14.5376736
487175,D,8,73.55990778,7/19/2010,Clothing,19.08665624,476.1582484,Yes,1,Tandag,126.1588771,9.1011711
573789,B,6,49.32689403,7/21/2010,Books,18.67648085,240.6861967,Yes,1,Calapan,121.1645706,13.3770935
63925,B,3,31.07258121,7/23/2010,Electronics,19.7587519,74.79908093,No,0,Angeles,,
87781,C,1,47.33364372,7/25/2010,Books,4.362300725,45.26880784,No,0,Para̱aque,121.0197486,14.4793208
350384,A,3,63.31661184,7/27/2010,Electronics,19.41658202,153.0680699,No,0,Cavite City,120.8969634,14.4791297
829031,D,5,94.27530854,7/29/2010,Electronics,3.902613929,452.9805361,No,0,Digos,,
211409,C,3,54.95003129,7/31/2010,Clothing,0.980459509,163.2338054,No,0,Zamboanga City,122.0790267,6.9214424
13104,D,1,89.90766963,8/2/2010,Clothing,3.435628997,86.81877567,No,0,Angeles,,
113126,B,5,98.61003733,8/4/2010,Electronics,0.433074844,490.9149103,No,0,Urdaneta,120.5706933,15.9758027
954635,C,7,60.3116587,8/6/2010,Electronics,0.110103223,421.7167753,Yes,1,Imus,120.9405057,14.4064221
123054,A,7,23.23620157,8/8/2010,Books,12.08886147,142.9904655,Yes,1,Danao,123.9527031,10.5417498
142499,B,9,88.77816489,8/10/2010,Electronics,0.888264045,791.9062233,Yes,1,Tayabas,121.6532692,14.0363869
965904,D,3,87.61206739,8/12/2010,Electronics,5.854469012,247.4485382,No,0,Muntinlupa,121.0343247,14.4125897
282062,D,7,88.17045193,8/14/2010,Books,9.014604013,561.5556438,Yes,1,Cotabato City,124.2310439,7.2046668
477717,D,1,95.54941634,8/16/2010,Electronics,4.447918859,91.29945583,No,0,Mu̱oz,,
425222,D,4,34.87919125,8/18/2010,Home Decor,19.06080968,112.9237399,No,0,Bislig,126.2847751,8.2100558
649944,C,4,40.00875001,8/20/2010,Books,6.147555635,150.1967594,No,0,San Fernando (La Union),120.3210331,16.6159132
235323,B,5,71.83872922,8/22/2010,Home Decor,0.462871045,357.5310427,No,0,Dasmari̱as,120.9589699,14.2990183
397000,B,7,60.7513013,8/24/2010,Clothing,8.037027267,391.0809185,Yes,1,Mati,,
986917,D,7,88.15321933,8/26/2010,Home Decor,2.265975151,603.089825,Yes,1,Tabaco,,
391278,C,4,32.90556652,8/28/2010,Clothing,17.0030783,109.2424291,No,0,Balanga,120.5421497,14.6799356
945683,A,7,69.25684863,8/30/2010,Electronics,10.70596275,432.8956535,Yes,1,Candon,120.4467176,17.1874035
999329,D,3,94.63688687,9/1/2010,Books,1.830624263,278.7133232,No,0,Makati,121.0244452,14.554729
934277,A,6,29.42846622,9/3/2010,Clothing,7.311670811,163.6605219,Yes,1,Tacurong,124.6787735,6.6879658
174338,D,2,37.61916743,9/5/2010,Clothing,7.448973926,69.63385092,No,0,Cabuyao,121.1366715,14.2471423
545912,A,9,46.66759982,9/7/2010,Home Decor,15.36549112,355.4720453,Yes,1,Candon,120.4467176,17.1874035
88220,A,5,17.8385125,9/9/2010,Books,19.4253636,71.86658291,No,0,Kidapawan,125.0911341,7.010607
173080,C,6,25.91827387,9/11/2010,Home Decor,6.190253151,145.8832026,Yes,1,General Santos,125.171618,6.1163861
400897,D,4,44.38842668,9/13/2010,Electronics,4.343152928,169.8422777,No,0,Butuan,125.5406234,8.9475377
636398,C,7,16.69540414,9/15/2010,Home Decor,14.88628199,99.4705544,Yes,1,Cagayan de Oro,124.6497636,8.4802729
638748,A,9,42.63801915,9/17/2010,Electronics,10.24981199,344.4093212,Yes,1,Tayabas,121.6532692,14.0363869
597048,D,7,31.97276084,9/19/2010,Books,14.73131551,190.8392679,Yes,1,Talisay (Negros Occidental),123.0113568,10.7325049
472957,B,1,87.80595497,9/21/2010,Home Decor,1.069206714,86.86712781,No,0,Vigan,120.3873299,17.5704898
84596,D,1,64.76441874,9/23/2010,Home Decor,19.9400979,51.85033024,No,0,Naga (Camarines Sur),123.1948238,13.6217753
562014,A,9,90.86410263,9/25/2010,Books,9.685291703,738.5728431,Yes,1,Pasig,121.0784984,14.5736192
469434,B,9,28.25982796,9/27/2010,Electronics,16.69877986,211.8670335,Yes,1,Laoag,120.5926679,18.1960128
252922,A,4,17.34917877,9/29/2010,Clothing,3.582091919,66.91086094,No,0,Tagbilaran,123.8730022,9.672948
977032,A,9,41.86424795,10/1/2010,Clothing,3.135656986,364.9637586,Yes,1,General Trias,120.879145,14.3816117
745071,C,3,15.07826861,10/3/2010,Home Decor,7.175804257,41.9888447,No,0,Talisay (Negros Occidental),123.0113568,10.7325049
638578,D,7,89.51626496,10/5/2010,Books,4.85644891,596.182673,Yes,1,Tacurong,124.6787735,6.6879658
254206,A,6,26.93368276,10/7/2010,Electronics,3.244001859,156.3597216,Yes,1,Iligan,124.2452422,8.2280209
937354,A,8,22.69652511,10/9/2010,Home Decor,1.904333216,178.1144611,Yes,1,Dapitan,123.3945709,8.6253193
758832,B,9,80.90037402,10/11/2010,Home Decor,2.095020551,712.8494511,Yes,1,Quezon City,121.0437003,14.6760413
889978,D,5,74.11664449,10/13/2010,Electronics,3.302831309,358.3434838,No,0,Calapan,121.1645706,13.3770935
381440,B,1,15.12604253,10/15/2010,Books,2.023900944,14.81990641,No,0,Tayabas,121.6532692,14.0363869
330581,D,3,55.86087198,10/17/2010,Home Decor,11.0954571,148.9885587,No,0,Lucena,121.6234471,13.9413957
630099,D,8,50.39649003,10/19/2010,Books,16.96378135,334.7787172,Yes,1,Cavite City,120.8969634,14.4791297
933612,A,6,44.8171824,10/21/2010,Clothing,17.09178318,222.9427605,Yes,1,Iloilo City,122.5621063,10.7201501
402432,D,8,21.40301423,10/23/2010,Electronics,18.96759544,138.7470166,Yes,1,Cabadbaran,125.537603,9.1221925
517772,A,9,80.86168186,10/25/2010,Clothing,8.312041384,667.2638286,Yes,1,Digos,,
35839,B,4,31.59602153,10/27/2010,Electronics,16.37203738,105.6924363,No,0,Passi,,
225733,D,1,51.24117781,10/29/2010,Home Decor,14.22218199,43.95356425,No,0,Tabaco,,
776979,A,1,89.29578752,10/31/2010,Clothing,18.37811716,72.88490307,No,0,Panabo,125.6841178,7.3087068
221937,A,4,38.64182086,11/2/2010,Clothing,12.22981448,135.6639914,No,0,Iloilo City,122.5621063,10.7201501
175416,D,7,13.21589879,11/4/2010,Books,3.891313774,88.91138691,Yes,1,Puerto Princesa,118.7473298,9.7638429
646696,D,2,90.02191983,11/6/2010,Books,16.26285021,150.7635797,No,0,Panabo,125.6841178,7.3087068
688072,C,3,54.45015887,11/8/2010,Electronics,3.863419042,157.0395632,No,0,Angeles,,
916513,D,1,54.73566233,11/10/2010,Home Decor,8.686718668,49.98092933,No,0,Calapan,121.1645706,13.3770935
538692,D,5,59.62741773,11/12/2010,Books,14.21054906,255.7701714,No,0,Iligan,124.2452422,8.2280209
172943,A,1,26.19405865,11/14/2010,Electronics,17.69561007,21.55886017,No,0,Dagupan,120.3333124,16.0432998
481676,D,8,74.33975096,11/16/2010,Clothing,5.661595281,561.047481,Yes,1,San Carlos (Pangasinan),120.3204873,15.8989343
214608,A,1,30.82432032,11/18/2010,Home Decor,3.030331887,29.89024111,No,0,Dipolog,123.3373916,8.5142736
590942,A,1,37.10333556,11/20/2010,Books,12.30596026,32.53741383,No,0,Digos,,
108361,C,2,66.80700831,11/22/2010,Home Decor,7.796451484,123.1968646,No,0,Dumaguete,123.3054467,9.3068402
116067,B,2,77.47805803,11/24/2010,Books,12.90030588,134.9663031,No,0,Mabalacat,120.5744387,15.2228709
420390,A,6,75.75551913,11/26/2010,Clothing,16.91507631,377.6484916,Yes,1,Carcar,123.6399562,10.1151105
218306,C,7,17.48344175,11/28/2010,Electronics,9.863590182,110.3126269,Yes,1,San Fernando (Pampanga),120.6567054,15.0593937
908160,B,5,77.911939,11/30/2010,Electronics,1.616726685,383.2615795,No,0,Oroquieta,123.7982556,8.4859701
16642,A,1,69.64528917,12/2/2010,Electronics,18.64104368,56.66268039,No,0,Iligan,124.2452422,8.2280209
147851,C,1,64.45863786,12/4/2010,Clothing,5.865678005,60.67770172,No,0,Bago,122.9663018,10.503405
714511,A,3,97.01868272,12/6/2010,Electronics,19.43676051,234.4841811,No,0,Cauayan,121.7879244,16.9166244
143779,A,2,41.2143105,12/8/2010,Books,16.84075858,68.54701594,No,0,Malolos,120.8160376,14.8527393
491768,B,5,71.47775954,12/10/2010,Home Decor,6.461854636,334.2948531,No,0,Roxas,,
390190,A,6,61.59105202,12/12/2010,Home Decor,8.409567919,338.469064,Yes,1,Zamboanga City,122.0790267,6.9214424
718553,B,7,44.91639388,12/14/2010,Books,1.527390592,309.6124157,Yes,1,Baybay,124.8525626,10.6521412
490125,C,4,80.9415652,12/16/2010,Books,15.66106217,273.0610254,No,0,Mati,,
11452,B,7,46.2832959,12/18/2010,Electronics,6.220360362,303.8301567,Yes,1,Dipolog,123.3373916,8.5142736
98927,C,8,60.27001303,12/20/2010,Electronics,3.409486253,465.7209218,Yes,1,Olongapo,120.2842023,14.8386303
23830,C,1,60.45645023,12/22/2010,Books,16.25173685,50.63122703,No,0,Borongan,125.4328501,11.6079912
322347,A,6,56.01948781,12/24/2010,Home Decor,16.89058253,279.3448199,Yes,1,Tabaco,,
99487,D,8,51.16619973,12/26/2010,Books,7.345053301,379.2641207,Yes,1,Legazpi,123.7437995,13.1390621
174752,B,5,25.10012015,12/28/2010,Clothing,5.137626912,119.0528481,No,0,Tuguegarao,121.7270206,17.6131813
150760,B,4,31.67611866,12/30/2010,Books,13.14385457,110.0506228,No,0,Surigao City,125.4930979,9.7901957
300755,C,2,21.11526402,1/1/2011,Books,5.863023355,39.75454231,No,0,Dapitan,123.3945709,8.6253193
318978,B,6,75.11420555,1/3/2011,Home Decor,10.17715166,404.8183136,Yes,1,Sipalay,122.4920088,9.7197887
447037,D,6,76.98651829,1/5/2011,Electronics,12.84973774,402.5637156,Yes,1,Pasay,121.000815,14.5376736
494205,D,1,67.46760751,1/7/2011,Electronics,12.35020318,59.13522091,No,0,Naga (Cebu),123.7572942,10.2084984
375520,D,9,92.58788273,1/9/2011,Books,13.99231235,716.6942728,Yes,1,Davao City,125.6110248,7.0736114
550537,C,6,33.84677181,1/11/2011,Electronics,7.306948304,188.2416342,Yes,1,Bais,123.1211792,9.5915686
372905,C,3,83.89215147,1/13/2011,Home Decor,10.78425766,224.5350171,No,0,Taguig,121.0508645,14.5176184
116842,D,4,26.72503098,1/15/2011,Clothing,3.165920033,103.5157515,No,0,Cabadbaran,125.537603,9.1221925
314341,B,4,16.10403928,1/17/2011,Books,3.460433204,62.18707901,No,0,Malaybalay,125.1320927,8.1478579
342790,D,3,10.01159423,1/19/2011,Home Decor,11.5985811,26.55117405,No,0,Talisay (Cebu),123.8392335,10.2524493
16227,D,3,62.25700278,1/21/2011,Clothing,5.716587123,176.0940809,No,0,Malabon,120.9658454,14.6680747
706934,A,3,80.08662747,1/23/2011,Books,0.024677125,240.2005932,No,0,Baguio,120.5960071,16.4023332
146849,D,4,84.06877407,1/25/2011,Books,16.117158,282.0771077,No,0,Tanjay,122.9663018,9.4957882
139063,A,7,52.35890696,1/27/2011,Clothing,3.151064542,354.9633081,Yes,1,Butuan,125.5406234,8.9475377
289399,C,4,15.28484618,1/29/2011,Electronics,11.09089939,54.35847706,No,0,Tacurong,124.6787735,6.6879658
108890,A,9,13.2186124,1/31/2011,Clothing,8.86460362,108.4215133,Yes,1,La Carlota,122.9208,10.4241
92407,D,1,92.56164203,2/2/2011,Home Decor,3.726203528,89.11260686,No,0,Vigan,120.3873299,17.5704898
740728,B,8,18.36463251,2/4/2011,Home Decor,10.29563287,131.7910189,Yes,1,Meycauayan,120.9739288,14.7498856
803995,C,7,80.61982972,2/6/2011,Clothing,13.8942628,485.9280909,Yes,1,Candon,120.4467176,17.1874035
326729,D,2,16.26103767,2/8/2011,Books,5.757405755,30.6496475,No,0,Ormoc,124.6192702,11.0384275
188339,B,8,26.50135055,2/10/2011,Books,14.63091936,180.9916746,Yes,1,San Pedro,121.0493,14.368
670698,D,1,24.65800099,2/12/2011,Books,17.12626426,20.43500658,No,0,Malolos,120.8160376,14.8527393
736766,D,9,34.9396491,2/14/2011,Electronics,10.66535065,280.918917,Yes,1,Panabo,125.6841178,7.3087068
423547,D,9,46.50669549,2/16/2011,Books,1.360101341,412.8674157,Yes,1,Cauayan,121.7879244,16.9166244
276714,A,2,21.22533898,2/18/2011,Clothing,0.305080616,42.32116916,No,0,Bi̱an,121.0781493,14.3036345
708509,D,7,97.58429288,2/20/2011,Home Decor,4.252478165,654.0417949,Yes,1,Baybay,124.8525626,10.6521412
206597,C,3,10.18029828,2/22/2011,Electronics,19.77123768,24.50258193,No,0,Las Pi̱as,120.9938736,14.444546
909161,C,7,79.49066195,2/24/2011,Books,11.34549674,493.3043604,Yes,1,Pagadian,123.4343445,7.8397033
149072,A,9,57.38572521,2/26/2011,Books,13.20918446,448.2498502,Yes,1,Antipolo,121.1244847,14.6254827
962327,B,4,17.70188529,2/28/2011,Electronics,13.08423528,61.54291587,No,0,San Fernando (Pampanga),120.6567054,15.0593937
819538,C,1,20.80286863,3/2/2011,Books,7.163218305,19.31271373,No,0,Valenzuela,120.9830225,14.7010556
889340,D,2,63.09993008,3/4/2011,Clothing,2.705989583,122.7849051,No,0,Cabadbaran,125.537603,9.1221925
802628,A,1,38.37280519,3/6/2011,Books,13.00777223,33.3813581,No,0,Digos,,
377265,B,5,50.51704631,3/8/2011,Books,17.44533972,208.5208798,No,0,Escalante,123.505601,10.8291458
154281,C,5,59.42701996,3/10/2011,Clothing,10.10329829,267.1146544,No,0,Lamitan,122.1064668,6.661519
699725,C,7,61.60133201,3/12/2011,Books,10.60834165,385.4651657,Yes,1,Bi̱an,121.0781493,14.3036345
911956,B,9,62.43495989,3/14/2011,Home Decor,15.76442488,473.3320279,Yes,1,San Jose,120.9919,15.7925
53096,D,9,16.30455757,3/16/2011,Home Decor,14.85867478,124.9372474,Yes,1,Mabalacat,120.5744387,15.2228709
805603,B,3,76.64306806,3/18/2011,Home Decor,11.21637725,204.1394772,No,0,Surigao City,125.4930979,9.7901957
795656,A,3,36.41537469,3/20/2011,Clothing,0.863774913,108.3024835,No,0,Calamba,121.163853,14.2126781
339482,B,3,20.2987796,3/22/2011,Books,11.0081822,54.19275888,No,0,Santa Rosa,121.1113,14.3122
200487,B,4,19.19808046,3/24/2011,Home Decor,9.741210939,69.31181978,No,0,Baybay,124.8525626,10.6521412
5440,C,8,31.33140661,3/26/2011,Clothing,2.890523697,243.406119,Yes,1,Calapan,121.1645706,13.3770935
865688,C,6,66.58119223,3/28/2011,Home Decor,18.76647633,324.5174913,Yes,1,Santa Rosa,121.1113,14.3122
981947,C,8,52.47306596,3/30/2011,Books,9.757873116,378.8224861,Yes,1,Tacloban,124.9616867,11.2543388
226983,B,1,19.63666987,4/1/2011,Home Decor,5.676164826,18.52206012,No,0,Baybay,124.8525626,10.6521412
724160,D,8,12.91174087,4/3/2011,Books,8.921395676,94.07866701,Yes,1,Malolos,120.8160376,14.8527393
575940,A,4,12.21991183,4/5/2011,Clothing,12.57100046,42.73498662,No,0,Alaminos,119.9856157,16.1505291
851077,D,1,47.89826349,4/7/2011,Books,8.341075167,43.90303333,No,0,Tacloban,124.9616867,11.2543388
689311,B,8,80.93250355,4/9/2011,Home Decor,13.31719899,561.236488,Yes,1,Quezon City,121.0437003,14.6760413
26097,D,4,61.62665949,4/11/2011,Home Decor,12.80856933,214.9326643,No,0,Escalante,123.505601,10.8291458
418385,A,6,82.87105317,4/13/2011,Electronics,7.844128126,458.2232495,Yes,1,Panabo,125.6841178,7.3087068
614162,A,8,38.7449729,4/15/2011,Electronics,2.545105736,302.070979,Yes,1,Iligan,124.2452422,8.2280209
968138,B,4,22.63069567,4/17/2011,Books,5.948704326,85.13785,No,0,Dasmari̱as,120.9589699,14.2990183
180410,D,3,82.27014462,4/19/2011,Home Decor,12.27724091,216.5089223,No,0,San Carlos (Negros Occidental),123.4128956,10.4837342
176795,B,9,75.5057553,4/21/2011,Home Decor,8.40227604,622.4539799,Yes,1,Tarlac City,120.5963492,15.4754786
581410,A,3,63.0196522,4/23/2011,Home Decor,7.699881614,174.5016408,No,0,Sipalay,122.4920088,9.7197887
