Region,Sales,Orders,Revenue,Month,Year,Latitude,Longitude,Customer_Name,Product_Category,Marketing_Campaign,Discount Percentage,Profit,Quantity Sold,Customer Lifetime Value
East,1208,11,2619,November,2022,64.16881249726325,171.93238572421558,Customer_693,Category_3,After,28.403060953001486,28403.060953001484,18,555.5555555555555
South,1270,19,2687,March,2022,60.3118701819036,29.7463125745316,Customer_124,Category_2,After,29.601962570447583,29601.962570447584,59,169.4915254237288
South,1960,15,1984,June,2023,76.92393250553349,178.37069484485318,Customer_66,Category_2,After,13.318450498648717,13318.450498648717,17,588.2352941176471
East,1546,24,1547,October,2023,-24.14055427976152,148.1453013117063,Customer_5,Category_2,After,48.63130824940514,48631.308249405134,14,714.2857142857143
South,1496,6,3772,October,2023,-32.75107694083464,-100.25378203928192,Customer_636,Category_1,After,39.880977051250156,39880.97705125016,31,322.5806451612903
East,1176,19,3973,May,2022,44.89668107654555,-159.78167643480728,Customer_313,Category_2,Before,47.27745237038851,47277.452370388506,24,416.6666666666667
West,1213,18,2431,December,2022,-12.3997670825391,-87.96992623366985,Customer_325,Category_2,After,45.2672307692442,45267.2307692442,99,101.01010101010101
East,1981,24,1875,February,2022,-74.24124047499949,9.922913639791147,Customer_564,Category_3,Before,31.905499046498832,31905.499046498833,60,166.66666666666666
West,582,15,1617,September,2023,-39.09579647931005,-118.2253078565316,Customer_577,Category_2,Before,46.48434057604026,46484.34057604026,45,222.22222222222223
West,1668,7,3461,August,2023,-14.655188604331954,-119.71449197352412,Customer_825,Category_3,After,8.982162592336378,8982.162592336377,98,102.04081632653062
North,1608,21,2365,March,2023,-37.34704341427464,-13.466323042144891,Customer_505,Category_2,Before,13.819228808861533,13819.228808861533,3,3333.3333333333335
East,1601,16,2243,August,2023,-30.202997229482108,-168.02353037903097,Customer_81,Category_1,After,7.035228000974213,7035.228000974213,37,270.27027027027026
North,956,19,1902,September,2022,-37.120336888609664,-136.12029028838265,Customer_598,Category_2,Before,19.639864884346895,19639.864884346895,43,232.5581395348837
East,500,20,1162,March,2022,-82.5301499070457,-30.289917813138885,Customer_1,Category_2,Before,22.49047803602669,22490.478036026692,40,250.0
East,550,9,2974,March,2022,24.67704614839965,-157.2732326851321,Customer_203,Category_3,After,17.210706429825315,17210.706429825314,90,111.11111111111111
North,1184,24,4291,February,2022,17.51263566362448,-37.16817967600943,Customer_661,Category_3,After,42.29318791183682,42293.187911836816,55,181.8181818181818
North,1216,10,1269,August,2023,27.609029726162504,-9.357744258559762,Customer_804,Category_3,After,21.053899701211517,21053.899701211518,87,114.94252873563218
East,1969,23,1631,October,2023,-55.38421871394706,-17.544018933678814,Customer_403,Category_2,After,17.642052935932135,17642.052935932134,39,256.4102564102564
South,948,9,1905,January,2023,-36.78218250975265,132.9029486651114,Customer_102,Category_2,Before,29.42132374212118,29421.32374212118,15,666.6666666666666
West,1380,7,4919,August,2022,21.530866850086014,10.82248381862368,Customer_535,Category_1,After,11.341590123864318,11341.590123864318,4,2500.0
North,987,5,4471,July,2022,17.932962322785855,-11.527033507904378,Customer_367,Category_2,Before,41.098864133931784,41098.864133931784,93,107.52688172043011
West,533,10,4253,July,2023,1.1394556837682046,-32.14467165900018,Customer_211,Category_1,Before,8.354778965589688,8354.778965589689,86,116.27906976744185
South,1871,19,3014,March,2023,-26.92561499816447,114.344416189615,Customer_576,Category_3,Before,49.40991214702328,49409.91214702328,25,400.0
South,594,6,2641,January,2022,74.3275808594442,142.2203774399399,Customer_960,Category_3,Before,39.751014618349586,39751.01461834959,13,769.2307692307693
South,1595,7,4800,April,2023,-28.84135638620812,127.16728891096233,Customer_208,Category_3,Before,13.942205669037758,13942.205669037758,82,121.95121951219512
North,653,21,1204,September,2022,-7.988551841294708,62.47676812730072,Customer_762,Category_1,Before,5.248495270562108,5248.495270562108,33,303.030303030303
South,749,16,1581,May,2022,32.06048957175757,-130.54977145127728,Customer_896,Category_2,After,41.695764280467536,41695.764280467534,16,625.0
North,1173,22,2579,January,2022,7.743857556017545,-80.32681098287559,Customer_116,Category_3,Before,36.80858047314277,36808.58047314277,42,238.0952380952381
South,937,19,1840,May,2023,-27.5605242544106,-163.41729707448812,Customer_627,Category_2,Before,37.80532256184443,37805.32256184443,66,151.5151515151515
West,617,16,2836,August,2023,-11.583937717828237,155.09666699644106,Customer_748,Category_2,Before,39.70716560086756,39707.16560086756,55,181.8181818181818
West,1270,20,2251,August,2022,53.00654721363111,57.88747068872772,Customer_477,Category_3,After,8.332009328034067,8332.009328034066,99,101.01010101010101
East,1829,12,2719,May,2023,-39.93675201240976,88.69063835276694,Customer_104,Category_1,After,21.130957784492267,21130.957784492268,42,238.0952380952381
West,767,18,2642,December,2022,-64.39405684017322,-67.83417375039758,Customer_494,Category_2,Before,10.214107678630837,10214.107678630837,34,294.11764705882354
East,1577,21,3643,September,2022,-33.63062367064013,124.43526801984324,Customer_770,Category_3,After,43.83965416440171,43839.654164401705,30,333.3333333333333
West,735,12,4921,January,2022,62.91615878782224,-86.54281786494774,Customer_45,Category_2,Before,33.04841570724011,33048.415707240114,13,769.2307692307693
North,888,19,3297,April,2022,-73.9818513258576,-179.4082474395181,Customer_822,Category_2,After,19.890411118369215,19890.411118369215,13,769.2307692307693
West,1489,18,1874,March,2023,88.50529320704132,-44.49061349255018,Customer_330,Category_2,Before,7.860125762871064,7860.125762871065,18,555.5555555555555
East,1262,22,2464,February,2022,7.380521806979246,25.47413314526642,Customer_215,Category_2,After,18.9942044772048,18994.2044772048,32,312.5
East,900,24,4604,August,2022,87.27223391407693,-7.666251132411901,Customer_981,Category_2,After,19.633249491203618,19633.249491203616,96,104.16666666666667
South,1123,11,3243,July,2023,79.01935597547595,130.34741132757495,Customer_959,Category_1,After,37.83227802521289,37832.27802521289,99,101.01010101010101
North,1266,7,1689,September,2022,-8.493531442034978,-142.0540970557799,Customer_491,Category_1,Before,33.69008621098459,33690.08621098459,39,256.4102564102564
West,1826,16,3010,February,2022,-54.27160657103716,19.376438628141216,Customer_812,Category_3,Before,44.924573415934695,44924.5734159347,46,217.3913043478261
South,1418,7,4590,April,2023,-60.32074021827508,4.672565935526677,Customer_921,Category_1,Before,26.24967163228772,26249.67163228772,29,344.82758620689657
West,1730,24,4141,June,2023,-46.80191450340765,-78.69852641802132,Customer_844,Category_1,After,10.381741067223576,10381.741067223576,62,161.29032258064515
West,1752,18,3686,November,2023,37.82387530161671,116.00212052772378,Customer_448,Category_1,After,37.09601542503478,37096.01542503478,93,107.52688172043011
South,1352,19,2422,March,2022,-40.869000948332186,91.02551611759424,Customer_535,Category_2,Before,39.23532718776038,39235.327187760384,62,161.29032258064515
South,1077,18,3001,August,2023,-28.543451471226305,83.82930743945917,Customer_510,Category_2,After,30.25747389062733,30257.47389062733,57,175.43859649122808
South,574,11,1671,March,2023,-9.219815280969344,135.42929217704017,Customer_457,Category_3,Before,39.69352309795524,39693.52309795524,16,625.0
South,934,21,4831,December,2022,74.38188247586214,80.20245622374762,Customer_546,Category_3,Before,27.220801836397584,27220.801836397583,56,178.57142857142858
South,602,16,4274,February,2022,-55.909184780727706,-96.53713498269848,Customer_535,Category_3,Before,28.522977322189732,28522.97732218973,10,1000.0
West,1945,24,2171,March,2022,-89.09522053023544,74.00257619388879,Customer_539,Category_2,Before,24.239345826134734,24239.345826134733,30,333.3333333333333
South,1263,8,2495,November,2022,-79.18264613192937,-69.22698717965622,Customer_483,Category_1,After,6.143860703484283,6143.8607034842835,25,400.0
North,1237,13,4726,June,2022,72.85794150242123,-92.8171258749106,Customer_975,Category_1,After,9.8551142146987,9855.1142146987,84,119.04761904761905
East,1305,10,1943,February,2023,26.55296367180536,-153.71870655613418,Customer_999,Category_2,After,6.414313355903041,6414.313355903041,5,2000.0
South,1829,20,3246,August,2023,-40.85268852099478,87.85028892516362,Customer_15,Category_3,Before,33.63846850687012,33638.46850687012,65,153.84615384615384
South,597,6,4988,January,2023,-58.1053498179856,75.96034630193205,Customer_570,Category_3,After,19.1460191484347,19146.0191484347,94,106.38297872340425
West,1297,12,2449,July,2022,-37.03198740531942,-95.58018803732624,Customer_976,Category_3,Before,27.885681102411624,27885.681102411625,49,204.08163265306123
South,1858,15,4737,February,2022,-69.33655309476958,89.77644602069614,Customer_242,Category_2,Before,45.84049132667418,45840.491326674186,3,3333.3333333333335
South,1358,17,3539,October,2022,79.47592385119938,150.4227179136791,Customer_949,Category_3,Before,16.21815031169937,16218.150311699372,45,222.22222222222223
South,934,21,4959,December,2023,51.15711138574804,-141.10957530303148,Customer_206,Category_3,Before,23.46723153660334,23467.23153660334,14,714.2857142857143
West,946,12,1895,June,2023,-6.769588155742667,-96.25081018076102,Customer_911,Category_2,Before,38.99980123443719,38999.8012344372,30,333.3333333333333
South,1831,22,3189,December,2022,65.69326892073636,90.0938858714336,Customer_270,Category_1,Before,15.29591744712301,15295.91744712301,68,147.05882352941177
East,748,22,2336,February,2023,-45.09752322721819,-81.17759753745183,Customer_760,Category_2,After,8.464095942295685,8464.095942295686,18,555.5555555555555
West,665,18,1164,February,2022,39.08170232499484,44.87903074213804,Customer_993,Category_2,After,18.038815381119562,18038.815381119563,62,161.29032258064515
East,1483,19,3361,October,2023,64.10384982247382,-150.7808791930628,Customer_778,Category_2,After,12.2549579264302,12254.9579264302,37,270.27027027027026
West,1858,10,3068,August,2023,-25.781631907810933,-17.207107522726062,Customer_704,Category_2,After,46.83639435541579,46836.39435541579,25,400.0
South,1519,15,2105,December,2023,46.343600181129176,86.0729119174631,Customer_846,Category_1,Before,41.365417080398764,41365.417080398765,48,208.33333333333334
East,1041,17,4652,February,2022,-36.88697713242431,67.14501949557092,Customer_729,Category_3,Before,33.503169042969056,33503.16904296906,65,153.84615384615384
West,1258,5,4202,July,2023,-36.205715653374455,113.42595624329044,Customer_114,Category_2,After,44.215726558447294,44215.72655844729,53,188.67924528301887
North,1629,10,4670,March,2023,-70.7297078602465,135.8827655771408,Customer_579,Category_1,After,41.165243460460154,41165.24346046015,79,126.58227848101266
South,580,13,2753,August,2022,-10.789551628308232,98.34606045315296,Customer_298,Category_3,After,13.395652649871613,13395.652649871612,73,136.986301369863
West,632,12,4031,July,2023,41.348143169536,61.77158745801336,Customer_836,Category_3,After,45.165154932049,45165.154932049,15,666.6666666666666
North,1296,15,3352,August,2022,79.23974500283128,-168.5799029462288,Customer_482,Category_3,After,29.270400886204282,29270.400886204283,49,204.08163265306123
West,1399,23,2938,July,2022,18.683458547237294,12.588002427399855,Customer_396,Category_2,After,41.334806982382815,41334.80698238281,88,113.63636363636364
North,637,13,1370,November,2022,65.36439679243301,-166.428819030653,Customer_393,Category_2,After,45.324108496557194,45324.10849655719,68,147.05882352941177
South,683,21,2880,June,2022,58.04903687224086,110.90441416176816,Customer_74,Category_3,After,19.310156373733875,19310.156373733877,12,833.3333333333334
East,1924,16,1852,July,2022,-58.798250464449445,-64.53917119441527,Customer_977,Category_3,Before,9.952336603745454,9952.336603745454,59,169.4915254237288
North,1853,18,1383,May,2023,-2.552862795726341,22.47457468245153,Customer_481,Category_3,Before,15.257082314387375,15257.082314387375,37,270.27027027027026
West,1284,19,2931,July,2022,-68.95376360542954,-79.39968936519506,Customer_102,Category_3,Before,24.219850488181535,24219.850488181535,61,163.9344262295082
South,1483,20,3492,January,2022,32.78756908109429,101.70005197690568,Customer_296,Category_3,Before,41.81066446651219,41810.66446651219,43,232.5581395348837
North,568,24,1424,January,2022,80.98194028429367,139.1409095910849,Customer_177,Category_3,After,43.732876246535454,43732.87624653545,70,142.85714285714286
West,1045,5,3208,September,2022,-65.32389754582383,-36.48870208329697,Customer_214,Category_1,Before,5.312845873903582,5312.845873903581,39,256.4102564102564
West,552,14,4249,May,2023,42.09896354445743,130.65206166395603,Customer_966,Category_3,After,27.983628615990458,27983.62861599046,56,178.57142857142858
West,1973,12,1628,May,2022,23.802867156214973,-83.85299731572034,Customer_314,Category_2,Before,23.783495141695056,23783.495141695057,63,158.73015873015873
North,704,22,4779,March,2023,15.048906661457949,12.47793230718858,Customer_38,Category_2,After,14.99485147118286,14994.851471182861,46,217.3913043478261
North,625,5,1894,May,2022,-19.77835775609894,129.15411474193343,Customer_258,Category_2,After,10.393941530015727,10393.941530015727,88,113.63636363636364
North,542,6,3537,March,2023,-26.07630340431374,-62.68271665831546,Customer_715,Category_3,Before,20.192682713163258,20192.682713163256,11,909.0909090909091
East,610,5,4064,September,2022,-81.85514597660018,163.45521542811088,Customer_6,Category_2,Before,47.43093667606336,47430.936676063364,62,161.29032258064515
North,1260,5,3374,September,2022,-50.77643251463758,-136.1233793587019,Customer_48,Category_1,After,19.544131940933987,19544.13194093399,77,129.87012987012986
North,1706,13,1597,June,2023,-87.26816118837115,-173.42097489953775,Customer_537,Category_3,After,28.345577978451473,28345.577978451474,98,102.04081632653062
North,1347,17,4062,January,2022,14.655079004763692,145.48872692814865,Customer_160,Category_2,After,36.635853150283005,36635.85315028301,25,400.0
East,594,5,3336,July,2023,-70.94641754197642,-155.286480186766,Customer_868,Category_1,Before,21.363332107068228,21363.33210706823,71,140.8450704225352
North,1897,17,1592,July,2022,67.14349092534889,177.080110541097,Customer_175,Category_1,Before,48.73019372244323,48730.19372244323,52,192.30769230769232
West,1399,24,2687,October,2023,4.165743725489747,162.5028703124782,Customer_590,Category_2,After,48.310128272395005,48310.128272395006,4,2500.0
North,859,11,4644,October,2022,35.94418363056752,-130.67247238692457,Customer_1,Category_1,Before,16.330203312141386,16330.203312141386,59,169.4915254237288
West,1399,6,1572,April,2022,-16.045723468710634,13.530465249323695,Customer_894,Category_2,After,27.376182765157346,27376.182765157344,72,138.88888888888889
West,780,10,4425,August,2023,10.904365620188756,-113.42869291182804,Customer_454,Category_1,Before,18.539523941754634,18539.523941754633,20,500.0
West,1718,11,3075,June,2022,79.6786518539935,-25.864137709156864,Customer_927,Category_3,Before,17.81782224698604,17817.82224698604,93,107.52688172043011
East,1718,18,4001,April,2022,-75.10787286773926,-157.88695346646023,Customer_643,Category_3,Before,6.659912630953976,6659.912630953975,63,158.73015873015873
East,1166,22,3090,April,2022,-44.291201053734696,-99.38714839322778,Customer_275,Category_3,Before,32.43039502909536,32430.395029095358,54,185.1851851851852
East,592,19,2704,February,2022,50.39789884389796,-49.22179329639616,Customer_497,Category_3,Before,27.620556045298766,27620.556045298767,74,135.13513513513513
North,1171,6,3470,February,2022,-72.22730276112014,-22.08689991142026,Customer_628,Category_3,After,7.316543806249521,7316.5438062495205,98,102.04081632653062
West,560,14,4669,December,2022,-76.38100129726004,171.89865295520156,Customer_675,Category_2,After,17.539090890647515,17539.090890647516,57,175.43859649122808
East,1133,16,1176,April,2023,-24.922548224273054,110.83163244623324,Customer_799,Category_3,Before,45.87196486849942,45871.96486849942,90,111.11111111111111
East,1574,21,1528,May,2023,-73.40976747496218,85.46757995230064,Customer_27,Category_3,After,15.780285080013758,15780.285080013758,41,243.90243902439025
North,1926,12,2633,August,2023,15.31411959711656,13.33487330711074,Customer_332,Category_3,After,11.52026924410504,11520.269244105039,3,3333.3333333333335
East,1528,15,1965,June,2022,-49.27045485301203,122.39919381756364,Customer_0,Category_3,Before,27.025374212490334,27025.374212490333,6,1666.6666666666667
North,1989,7,2517,April,2023,71.22563337588701,-57.843779163944006,Customer_187,Category_1,After,49.35427043497703,49354.27043497703,5,2000.0
South,1103,10,1197,November,2022,51.03001455214621,75.20368059839379,Customer_55,Category_3,Before,15.892487218017518,15892.487218017517,5,2000.0
East,1181,13,3657,July,2022,35.94693709790572,177.76223113614196,Customer_546,Category_3,After,35.246099633264535,35246.09963326454,54,185.1851851851852
South,1033,10,4648,August,2022,21.04992492921035,-66.73359278332843,Customer_111,Category_2,After,39.27288268979229,39272.88268979229,47,212.7659574468085
North,1928,13,3889,February,2022,65.42383146146341,62.64631255822823,Customer_797,Category_1,After,15.693689479657985,15693.689479657985,87,114.94252873563218
West,1337,11,1852,December,2023,-49.84882892230376,123.95335109485768,Customer_309,Category_2,After,37.76973568753368,37769.735687533685,49,204.08163265306123
East,1144,13,4588,July,2022,67.15959169756098,149.690730006242,Customer_35,Category_3,After,21.550240972366396,21550.240972366395,9,1111.111111111111
North,732,22,2537,February,2023,52.108613716329415,78.45576873843663,Customer_438,Category_2,After,33.453762376711076,33453.76237671108,99,101.01010101010101
West,1023,16,3069,February,2022,44.6689487497834,-77.90114756983095,Customer_728,Category_2,After,33.50883698424026,33508.83698424026,20,500.0
West,845,12,4183,August,2023,11.02602205348633,-62.53842543517928,Customer_591,Category_3,Before,29.10986078336413,29109.86078336413,61,163.9344262295082
South,1569,12,2080,February,2023,-45.67605102529198,-172.5271084353729,Customer_825,Category_1,Before,9.063039652448374,9063.039652448375,35,285.7142857142857
North,1045,22,4137,November,2023,-13.761375121458656,93.91895196174346,Customer_594,Category_1,Before,42.58861230151571,42588.612301515706,50,200.0
West,1601,24,3889,September,2023,52.84271781698428,-164.6137418176975,Customer_576,Category_2,Before,19.435102923728113,19435.102923728115,82,121.95121951219512
East,1596,19,1097,December,2023,-84.2798728156816,131.27484765698847,Customer_324,Category_3,After,13.393332967993441,13393.332967993441,62,161.29032258064515
East,1293,11,4215,January,2023,50.769138467476495,-137.28217878916604,Customer_639,Category_2,After,6.834881369964377,6834.881369964377,17,588.2352941176471
South,748,15,2903,September,2022,-46.78726671223803,-118.12445563106726,Customer_306,Category_2,After,31.59018244347088,31590.18244347088,88,113.63636363636364
West,546,24,1434,January,2023,-64.02434387011145,-8.450470500394573,Customer_533,Category_2,Before,35.49039628290271,35490.39628290271,3,3333.3333333333335
North,1644,20,1636,October,2022,-69.17376272754561,85.63694946074725,Customer_727,Category_3,Before,5.746452301753527,5746.452301753527,32,312.5
East,713,8,4750,October,2023,-85.09499784885328,-129.95920612833203,Customer_618,Category_3,Before,28.044187623467643,28044.187623467642,99,101.01010101010101
West,738,10,4157,February,2022,4.245567339861523,-21.57441297606056,Customer_108,Category_1,After,15.192309883907209,15192.309883907208,13,769.2307692307693
West,1579,7,1587,June,2023,-50.713222915128696,-6.173541212362267,Customer_371,Category_3,Before,34.032775568425244,34032.77556842524,89,112.35955056179775
South,849,13,1343,June,2023,88.09771784033367,-103.57716899930712,Customer_356,Category_2,After,12.846489305224615,12846.489305224615,73,136.986301369863
East,606,14,2317,January,2022,13.398616056997042,-138.39898439497256,Customer_180,Category_2,Before,36.09219821461097,36092.198214610966,68,147.05882352941177
East,1330,18,2979,July,2023,-65.18065151591813,121.1115322748302,Customer_355,Category_1,After,22.403090583524182,22403.090583524183,14,714.2857142857143
North,547,15,1570,August,2023,33.97725734604576,0.8876339145955967,Customer_675,Category_3,Before,47.152849493153056,47152.84949315306,98,102.04081632653062
East,836,22,4721,February,2023,71.59384197175055,-174.82275504570492,Customer_67,Category_2,After,11.188442486569697,11188.442486569696,11,909.0909090909091
North,1549,16,1610,August,2022,44.132309166530575,109.0732684712774,Customer_291,Category_1,Before,20.347985797261632,20347.985797261634,56,178.57142857142858
East,1303,16,2727,September,2023,-76.24082501289942,173.08576994925056,Customer_691,Category_1,Before,10.106308455826507,10106.308455826507,67,149.2537313432836
South,1780,17,3290,June,2022,71.25915261467873,38.13343034912904,Customer_180,Category_2,After,46.61121282253532,46611.21282253532,92,108.69565217391305
East,507,17,2854,May,2023,52.90728945479367,1.335019350265469,Customer_465,Category_2,After,44.48027090214415,44480.27090214415,29,344.82758620689657
North,1124,23,3608,December,2023,-61.50529798098942,136.2297106961862,Customer_433,Category_3,Before,16.607373247182004,16607.373247182004,9,1111.111111111111
North,1776,23,1959,September,2022,-80.67854002809297,162.90604428645548,Customer_463,Category_1,After,34.69928207153806,34699.28207153806,67,149.2537313432836
South,1218,18,3079,December,2023,10.315903556575536,91.6332897248858,Customer_680,Category_2,Before,41.77499900905471,41774.99900905471,25,400.0
East,802,8,3438,November,2023,-61.91355395880416,-19.63694529565637,Customer_913,Category_1,After,29.984036521975806,29984.036521975806,98,102.04081632653062
East,1138,17,3324,September,2022,60.226371467148965,33.19970375931857,Customer_533,Category_3,Before,28.83427602602029,28834.276026020292,76,131.57894736842104
South,555,12,1531,January,2023,-25.49976179909872,72.33673140647971,Customer_65,Category_2,After,15.883353090520325,15883.353090520324,42,238.0952380952381
East,1225,23,2177,November,2022,74.32064005258357,-110.06151443935148,Customer_20,Category_3,Before,9.189624551265464,9189.624551265464,9,1111.111111111111
East,1025,16,3430,March,2022,11.823870985381037,-19.007628402082304,Customer_611,Category_1,Before,45.374709107899704,45374.709107899704,79,126.58227848101266
North,973,22,2091,September,2022,-57.11897083685974,118.73565529822258,Customer_383,Category_3,Before,45.51881257234987,45518.812572349874,40,250.0
East,527,10,2901,November,2023,-64.87220387523598,55.70112545943948,Customer_811,Category_3,After,33.48956557729706,33489.56557729706,25,400.0
East,577,22,1883,February,2022,13.765038760395695,-31.966535803732512,Customer_614,Category_1,Before,20.25634059719153,20256.34059719153,5,2000.0
South,1739,23,3261,December,2022,47.1390501352399,58.81051224528528,Customer_558,Category_3,After,20.714430857569738,20714.43085756974,11,909.0909090909091
